"Title" "MeanRating"
"5594" "Memories of Murder (Salinui chueok) (2003)" 5
"5595" "Memphis Belle (1990)" 3
"5596" "Men & Chicken (2015)" 4
"5597" "Men at Work (1990)" 3
"5598" "Men in Black (a.k.a. MIB) (1997)" 3
"5599" "Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)" 3
"5600" "Men in Black III (M.III.B.) (M.I.B.3) (2012)" 3
"5601" "Men of Honor (2000)" 3
"5602" "Men Who Stare at Goats, The (2009)" 3
"5603" "Men with Brooms (2002)" 4
"5604" "Men, Women & Children (2014)" 2
"5605" "Menace II Society (1993)" 4
"5606" "Ménage (Tenue de soirée) (1986)" 1
"5607" "Mental (2012)" 2
"5608" "Mephisto (1981)" 5
"5609" "Merantau (2009)" 4
"5610" "Merchant of Venice, The (2004)" 4
"5611" "Merci Patron ! (2016)" 4
"5612" "Mercury Plains (2016)" 2
"5613" "Mercury Rising (1998)" 3
"5614" "Merlin (1998)" 3
"5615" "Mermaids (1990)" 3
"5616" "Merry Madagascar (2009)" 3
"5617" "Meshes of the Afternoon (1943)" 3
"5618" "Mesrine: Killer Instinct (L'instinct de mort) (2008)" 4
"5619" "Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008)" 4
"5620" "Message in a Bottle (1999)" 3
"5621" "Messenger, The (2009)" 4
"5622" "Messenger: The Story of Joan of Arc, The (1999)" 4
"5623" "Messengers, The (2007)" 2
"5624" "Metal: A Headbanger's Journey (2005)" 4
"5625" "Metallica: Some Kind of Monster (2004)" 3
"5626" "Meteor (1979)" 2
"5627" "Meteor Man, The (1993)" 2
"5628" "Metro (1997)" 3
"5629" "Metroland (1997)" 3
"5630" "Metropia (2009)" 2
"5631" "Metropolis (1927)" 4
"5632" "Metropolis (2001)" 4
"5633" "Metropolitan (1990)" 4
"5634" "Mexican, The (2001)" 3
"5635" "Mezzo Forte (1998)" 3
"5636" "Miami Blues (1990)" 4
"5637" "Miami Rhapsody (1995)" 2
"5638" "Miami Vice (2006)" 3
"5639" "Michael (1996)" 2
"5640" "Michael Clayton (2007)" 4
"5641" "Michael Collins (1996)" 3
"5642" "Michael Jackson's Thriller (1983)" 4
"5643" "Michael Jordan to the Max (2000)" 4
"5644" "Mickey's Once Upon a Christmas (1999)" 5
"5645" "Mickey's The Prince and the Pauper (1990)" 2
"5646" "Mickey Blue Eyes (1999)" 3
"5647" "Micmacs (Micmacs a tire-larigot) (2009)" 4
"5648" "Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)" 4
"5649" "Microwave Massacre (1983)" 1
"5650" "Middle Men (2009)" 3
"5651" "Midnight Chronicles (2009)" 0
"5652" "Midnight Clear, A (1992)" 4
"5653" "Midnight Cowboy (1969)" 4
"5654" "Midnight Express (1978)" 4
"5655" "Midnight in Paris (2011)" 4
"5656" "Midnight in the Garden of Good and Evil (1997)" 3
"5657" "Midnight Meat Train, The (2008)" 3
"5658" "Midnight Run (1988)" 4
"5659" "Midnight Special (2015)" 2
"5660" "Midsummer Night's Dream, A (1935)" 4
"5661" "Midsummer Night's Sex Comedy, A (1982)" 4
"5662" "Midway (1976)" 3
"5663" "Mighty Aphrodite (1995)" 3
"5664" "Mighty Ducks, The (1992)" 3
"5665" "Mighty Heart, A (2007)" 4
"5666" "Mighty Joe Young (1949)" 3
"5667" "Mighty Joe Young (1998)" 3
"5668" "Mighty Morphin Power Rangers: The Movie (1995)" 2
"5669" "Mighty Wind, A (2003)" 4
"5670" "Mighty, The (1998)" 4
"5671" "Mike's New Car (2002)" 4
"5672" "Mike & Dave Need Wedding Dates (2016)" 3
"5673" "Mike Bassett: England Manager (2001)" 4
"5674" "Milagro Beanfield War (1988)" 4
"5675" "Mildred Pierce (1945)" 4
"5676" "Mildred Pierce (2011)" 4
"5677" "Milk (2008)" 4
"5678" "Milk and Honey (2003)" 4
"5679" "Milk Money (1994)" 3
"5680" "Millennium (1989)" 2
"5681" "Millennium Actress (Sennen joyu) (2001)" 4
"5682" "Miller's Crossing (1990)" 4
"5683" "Million Dollar Arm (2014)" 3
"5684" "Million Dollar Baby (2004)" 4
"5685" "Million Dollar Hotel, The (2001)" 3
"5686" "Millions (2004)" 4
"5687" "Mimic (1997)" 2
"5688" "Mimino (1977)" 4
"5689" "Mina Tannenbaum (1994)" 1
"5690" "Mind Game (2004)" 4
"5691" "Mindhunters (2004)" 3
"5692" "Mini's First Time (2006)" 4
"5693" "Minions (2015)" 3
"5694" "Minnie and Moskowitz (1971)" 3
"5695" "Minority Report (2002)" 4
"5696" "Minus Man, The (1999)" 3
"5697" "Miracle (2004)" 3
"5698" "Miracle Mile (1989)" 4
"5699" "Miracle of Marcelino, The (Marcelino pan y vino) (1955)" 4
"5700" "Miracle of Morgan's Creek, The (1944)" 4
"5701" "Miracle on 34th Street (1947)" 4
"5702" "Miracle on 34th Street (1994)" 3
"5703" "Miracle Worker, The (1962)" 4
"5704" "Miracles - Mr. Canton and Lady Rose (1989)" 4
"5705" "Mirror Has Two Faces, The (1996)" 3
"5706" "Mirror Mirror (2012)" 3
"5707" "Mirror, The (Zerkalo) (1975)" 4
"5708" "MirrorMask (2005)" 4
"5709" "Mirrors (2008)" 2
"5710" "Mischief (1985)" 2
"5711" "Misérables, Les (1995)" 3
"5712" "Misérables, Les (1998)" 4
"5713" "Misérables, Les (2000)" 2
"5714" "Misérables, Les (2012)" 4
"5715" "Misery (1990)" 4
"5716" "Misfits, The (1961)" 3
"5717" "Misfortunates, The (De helaasheid der dingen) (2009)" 3
"5718" "Miss Congeniality (2000)" 3
"5719" "Miss Congeniality 2: Armed and Fabulous (2005)" 2
"5720" "Miss March (2009)" 3
"5721" "Miss Meadows (2014)" 2
"5722" "Miss Nobody (2010)" 5
"5723" "Miss Peregrine's Home for Peculiar Children (2016)" 3
"5724" "Miss Potter (2006)" 4
"5725" "Miss Representation (2011)" 4
"5726" "Miss Sloane (2016)" 4
"5727" "Missing (1982)" 4
"5728" "Missing in Action (1984)" 2
"5729" "Missing in Action 2: The Beginning (1985)" 2
"5730" "Missing, The (2003)" 4
"5731" "Mission to Mars (2000)" 3
"5732" "Mission, The (1986)" 4
"5733" "Mission: Impossible - Fallout (2018)" 4
"5734" "Mission: Impossible - Ghost Protocol (2011)" 4
"5735" "Mission: Impossible - Rogue Nation (2015)" 4
"5736" "Mission: Impossible (1996)" 4
"5737" "Mission: Impossible II (2000)" 3
"5738" "Mission: Impossible III (2006)" 4
"5739" "Mississippi Burning (1988)" 4
"5740" "Mississippi Masala (1991)" 4
"5741" "Mist, The (2007)" 3
"5742" "Mister Roberts (1955)" 4
"5743" "Mistress America (2015)" 4
"5744" "Mitchell (1975)" 1
"5745" "Mixed Nuts (1994)" 2
"5746" "Mo' Better Blues (1990)" 3
"5747" "Mo' Money (1992)" 2
"5748" "Moana (2016)" 3
"5749" "Mobsters (1991)" 2
"5750" "Moby Dick (1956)" 4
"5751" "Mod Squad, The (1999)" 3
"5752" "Modern Problems (1981)" 3
"5753" "Modern Times (1936)" 4
"5754" "Mogambo (1953)" 3
"5755" "Mojave (2015)" 2
"5756" "Moll Flanders (1996)" 3
"5757" "Molly's Game (2017)" 4
"5758" "Mom's Night Out (2014)" 2
"5759" "Mom and Dad Save the World (1992)" 2
"5760" "Mommie Dearest (1981)" 3
"5761" "Mommy (2014)" 4
"5762" "Mon Oncle (My Uncle) (1958)" 4
"5763" "Mon oncle d'Amérique (1980)" 3
"5764" "Mona Lisa (1986)" 4
"5765" "Mona Lisa Smile (2003)" 3
"5766" "Monday (2000)" 4
"5767" "Mondays in the Sun (Lunes al sol, Los) (2002)" 4
"5768" "Mondo Cane (1962)" 2
"5769" "Money Money Money (L'aventure, c'est l'aventure) (1972)" 2
"5770" "Money Monster (2016)" 2
"5771" "Money Pit, The (1986)" 3
"5772" "Money Talks (1997)" 3
"5773" "Money Train (1995)" 2
"5774" "Moneyball (2011)" 4
"5775" "Mongol (2007)" 2
"5776" "Monkey Business (1952)" 2
"5777" "Monkey Shines (1988)" 2
"5778" "Monkey Trouble (1994)" 1
"5779" "Monkeybone (2001)" 2
"5780" "Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003)" 4
"5781" "Monsieur Lazhar (2011)" 4
"5782" "Monsieur Verdoux (1947)" 4
"5783" "Monsoon Wedding (2001)" 4
"5784" "Monster's Ball (2001)" 3
"5785" "Monster-in-Law (2005)" 2
"5786" "Monster (2003)" 4
"5787" "Monster House (2006)" 3
"5788" "Monster in a Box (1992)" 4
"5789" "Monster Squad, The (1987)" 5
"5790" "Monster, The (Mostro, Il) (1994)" 3
"5791" "Monsters (2010)" 4
"5792" "Monsters University (2013)" 4
"5793" "Monsters vs. Aliens (2009)" 3
"5794" "Monsters, Inc. (2001)" 4
"5795" "Monte Carlo (2011)" 3
"5796" "Monterey Pop (1968)" 4
"5797" "Monty Python's And Now for Something Completely Different (1971)" 4
"5798" "Monty Python's Life of Brian (1979)" 4
"5799" "Monty Python's The Meaning of Life (1983)" 4
"5800" "Monty Python and the Holy Grail (1975)" 4
"5801" "Monty Python Live at the Hollywood Bowl (1982)" 4
"5802" "Monument Ave. (1998)" 2
"5803" "Monuments Men, The (2014)" 3
"5804" "Mood Indigo (L'écume des jours) (2013)" 4
"5805" "Moon (2009)" 4
"5806" "Moon Over Parador (1988)" 3
"5807" "Moonlight" 5
"5808" "Moonlight Mile (2002)" 4
"5809" "Moonraker (1979)" 3
"5810" "Moonrise Kingdom (2012)" 4
"5811" "Moonstruck (1987)" 4
"5812" "Moonwalker (1988)" 3
"5813" "Moonwalkers (2015)" 2
"5814" "More (1998)" 5
"5815" "More American Graffiti (1979)" 3
"5816" "Morning After, The (1986)" 4
"5817" "Morning Glory (2010)" 3
"5818" "Morons From Outer Space (1985)" 2
"5819" "Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003)" 4
"5820" "Mortal Kombat (1995)" 3
"5821" "Mortal Kombat: Annihilation (1997)" 2
"5822" "Mortal Kombat: The Journey Begins (1995)" 0
"5823" "Mortal Thoughts (1991)" 2
"5824" "Mortdecai (2015)" 3
"5825" "Mortuary (1983)" 2
"5826" "Morvern Callar (2002)" 3
"5827" "Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)" 5
"5828" "Moscow on the Hudson (1984)" 3
"5829" "Mosquito Coast, The (1986)" 3
"5830" "Most Hated Family in America, The (2007)" 4
"5831" "Mostly Martha (Bella Martha) (2001)" 4
"5832" "Motel Hell (1980)" 3
"5833" "Mother (1996)" 3
"5834" "Mother (Madeo) (2009)" 5
"5835" "Mother Night (1996)" 4
"5836" "Mother! (2017)" 3
"5837" "Motherhood (2009)" 1
"5838" "Mothman Prophecies, The (2002)" 3
"5839" "Mothra (Mosura) (1961)" 3
"5840" "Motorcycle Diaries, The (Diarios de motocicleta) (2004)" 4
"5841" "Mouchette (1967)" 3
"5842" "Moulin Rouge (2001)" 4
"5843" "Mountains of the Moon (1990)" 3
"5844" "Mouse Hunt (1997)" 3
"5845" "Mouse That Roared, The (1959)" 3
"5846" "Moustache, La (2005)" 4
"5847" "Movie 43 (2013)" 4
"5848" "Mozart and the Whale (2005)" 2
"5849" "Mr Hublot (2013)" 3
"5850" "Mr. & Mrs. Smith (1941)" 3
"5851" "Mr. & Mrs. Smith (2005)" 3
"5852" "Mr. 3000 (2004)" 3
"5853" "Mr. Baseball (1992)" 2
"5854" "Mr. Bean's Holiday (2007)" 3
"5855" "Mr. Blandings Builds His Dream House (1948)" 3
"5856" "Mr. Brooks (2007)" 4
"5857" "Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)" 4
"5858" "Mr. Deeds (2002)" 3
"5859" "Mr. Deeds Goes to Town (1936)" 4
"5860" "Mr. Destiny (1990)" 3
"5861" "Mr. Holland's Opus (1995)" 4
"5862" "Mr. Holmes (2015)" 3
"5863" "Mr. Jealousy (1997)" 2
"5864" "Mr. Magoo (1997)" 2
"5865" "Mr. Mom (1983)" 3
"5866" "Mr. Nanny (1993)" 2
"5867" "Mr. Nice Guy (Yat goh ho yan) (1997)" 3
"5868" "Mr. Nobody (2009)" 4
"5869" "Mr. Peabody & Sherman (2014)" 3
"5870" "Mr. Popper's Penguins (2011)" 3
"5871" "Mr. Right (2016)" 4
"5872" "Mr. Saturday Night (1992)" 3
"5873" "Mr. Skeffington (1944)" 5
"5874" "Mr. Smith Goes to Washington (1939)" 4
"5875" "Mr. Wonderful (1993)" 2
"5876" "Mr. Woodcock (2007)" 3
"5877" "Mr. Wrong (1996)" 2
"5878" "Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)" 4
"5879" "Mrs. Dalloway (1997)" 4
"5880" "Mrs. Doubtfire (1993)" 3
"5881" "Mrs. Henderson Presents (2005)" 2
"5882" "Mrs. Miniver (1942)" 4
"5883" "Mrs. Parker and the Vicious Circle (1994)" 4
"5884" "Mrs. Winterbourne (1996)" 3
"5885" "Much Ado About Nothing (1993)" 4
"5886" "Much Ado About Nothing (2012)" 3
"5887" "Mud (2012)" 4
"5888" "Mudbound (2017)" 3
"5889" "Mudge Boy, The (2003)" 3
"5890" "Mulan (1998)" 4
"5891" "Mulan II (2004)" 2
"5892" "Mulholland Dr. (1999)" 4
"5893" "Mulholland Drive (2001)" 4
"5894" "Mulholland Falls (1996)" 3
"5895" "Multiplicity (1996)" 3
"5896" "Mumford (1999)" 3
"5897" "Mummy Returns, The (2001)" 3
"5898" "Mummy, The (1932)" 3
"5899" "Mummy, The (1959)" 3
"5900" "Mummy, The (1999)" 3
"5901" "Mummy: Tomb of the Dragon Emperor, The (2008)" 3
"5902" "Munchies (1987)" 2
"5903" "Munich (2005)" 4
"5904" "Munna bhai M.B.B.S. (2003)" 2
"5905" "Muppet Christmas Carol, The (1992)" 4
"5906" "Muppet Christmas: Letters to Santa, A (2008)" 2
"5907" "Muppet Movie, The (1979)" 4
"5908" "Muppet Treasure Island (1996)" 3
"5909" "Muppets From Space (1999)" 3
"5910" "Muppets Most Wanted (2014)" 3
"5911" "Muppets Take Manhattan, The (1984)" 3
"5912" "Muppets, The (2011)" 3
"5913" "Murder at 1600 (1997)" 3
"5914" "Murder by Death (1976)" 3
"5915" "Murder by Numbers (2002)" 3
"5916" "Murder in the First (1995)" 4
"5917" "Murder on a Sunday Morning (Un coupable idéal) (2001)" 4
"5918" "Murder on the Orient Express (1974)" 3
"5919" "Murder on the Orient Express (2017)" 3
"5920" "Murderball (2005)" 4
"5921" "Muriel's Wedding (1994)" 3
"5922" "Murphy's Romance (1985)" 2
"5923" "Musa the Warrior (Musa) (2001)" 4
"5924" "Muse, The (1999)" 3
"5925" "Music and Lyrics (2007)" 3
"5926" "Music Box (1989)" 4
"5927" "Music From Another Room (1998)" 3
"5928" "Music Man, The (1962)" 4
"5929" "Music of the Heart (1999)" 3
"5930" "Musketeer, The (2001)" 2
"5931" "Must Love Dogs (2005)" 2
"5932" "Mutant Aliens (2001)" 4
"5933" "Mutant Chronicles (2008)" 4
"5934" "Mute Witness (1994)" 4
"5935" "Mutiny on the Bounty (1935)" 4
"5936" "Mutiny on the Bounty (1962)" NA
"5937" "My Afternoons with Margueritte (La tete en friche) (2010)" 3
"5938" "My Architect: A Son's Journey (2003)" 4
"5939" "My Best Fiend (Mein liebster Feind) (1999)" 4
"5940" "My Best Friend's Girl (2008)" 4
"5941" "My Best Friend's Wedding (1997)" 4
"5942" "My Big Fat Greek Wedding (2002)" 3
"5943" "My Big Fat Greek Wedding 2 (2016)" 2
"5944" "My Bloody Valentine (1981)" 0
"5945" "My Bloody Valentine 3-D (2009)" 2
"5946" "My Blue Heaven (1990)" 3
"5947" "My Blueberry Nights (2007)" 4
"5948" "My Bodyguard (1980)" 4
"5949" "My Boss's Daughter (2003)" 2
"5950" "My Boyfriend's Back (1993)" 2
"5951" "My Cousin Vinny (1992)" 3
"5952" "My Crazy Life (Mi vida loca) (1993)" 3
"5953" "My Demon Lover (1987)" 1
"5954" "My Dinner with André (1981)" 5
"5955" "My Dog Skip (1999)" 4
"5956" "My Fair Lady (1964)" 4
"5957" "My Family (1995)" 3
"5958" "My Father's Glory (La gloire de mon pere) (1990)" 4
"5959" "My Father and My Son (Babam ve oglum) (2005)" 4
"5960" "My Father the Hero (1994)" 2
"5961" "My Father the Hero (Mon pere, ce héros.) (1991)" 2
"5962" "My Favorite Martian (1999)" 2
"5963" "My Favorite Wife (1940)" 3
"5964" "My Favorite Year (1982)" 3
"5965" "My Fellow Americans (1996)" 3
"5966" "My First Mister (2001)" 3
"5967" "My Flesh and Blood (2003)" 4
"5968" "My Giant (1998)" 3
"5969" "My Girl (1991)" 3
"5970" "My Girl 2 (1994)" 2
"5971" "My Kid Could Paint That (2007)" 4
"5972" "My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002)" 5
"5973" "My Left Foot (1989)" 4
"5974" "My Life (1993)" 4
"5975" "My Life as a Dog (Mitt liv som hund) (1985)" 4
"5976" "My Life as McDull (Mak dau goo si) (2001)" 5
"5977" "My Life in Pink (Ma vie en rose) (1997)" 4
"5978" "My Life in Ruins (2009)" 2
"5979" "My Life Without Me (2003)" 4
"5980" "My Love (2006)" 5
"5981" "My Lucky Stars (Fuk sing go jiu) (1985)" 4
"5982" "My Man Godfrey (1936)" 4
"5983" "My Man Godfrey (1957)" 5
"5984" "My Mother's Castle (Château de ma mere, Le) (1990)" 4
"5985" "My Name Is Bruce (2007)" 3
"5986" "My Name Is Joe (1998)" 4
"5987" "My Neighbor Totoro (Tonari no Totoro) (1988)" 4
"5988" "My Own Private Idaho (1991)" 4
"5989" "My Sassy Girl (Yeopgijeogin geunyeo) (2001)" 5
"5990" "My Science Project (1985)" 3
"5991" "My Scientology Movie (2016)" 4
"5992" "My Sister's Keeper (2009)" 4
"5993" "My Son the Fanatic (1997)" 4
"5994" "My Stepmother Is an Alien (1988)" 3
"5995" "My Super Ex-Girlfriend (2006)" 2
"5996" "My Tutor (1983)" 2
"5997" "My Voyage to Italy (Il mio viaggio in Italia) (1999)" 3
"5998" "My Wife is an Actress (Ma Femme est une Actrice) (2001)" 4
"5999" "Mystere a la Tour Eiffel (2015)" 4
"6000" "Mysterious Skin (2004)" 2
"6001" "Mystery Date (1991)" 3
"6002" "Mystery Men (1999)" 3
"6003" "Mystery of the Third Planet, The (Tayna tretey planety) (1981)" 5
"6004" "Mystery Science Theater 3000: The Movie (1996)" 3
"6005" "Mystery Train (1989)" 3
"6006" "Mystery, Alaska (1999)" 4
"6007" "Mystic Pizza (1988)" 3
"6008" "Mystic River (2003)" 4
"6009" "Nacho Libre (2006)" 2
"6010" "Nadine (1987)" 3
"6011" "Nadja (1994)" 4
"6012" "Naked (1993)" 4
"6013" "Naked Gun 2 1/2: The Smell of Fear, The (1991)" 3
"6014" "Naked Gun 33 1/3: The Final Insult (1994)" 3
"6015" "Naked Gun: From the Files of Police Squad!, The (1988)" 3
"6016" "Naked Lunch (1991)" 3
"6017" "Name of the Rose, The (Name der Rose, Der) (1986)" 4
"6018" "Namesake, The (2006)" 4
"6019" "Nancy Drew (2007)" 3
"6020" "Nanny Diaries, The (2007)" 3
"6021" "Nanny McPhee (2005)" 3
"6022" "Napoleon Dynamite (2004)" 3
"6023" "Naqoyqatsi (2002)" 3
"6024" "Narc (2002)" 3
"6025" "Narcopolis (2014)" 2
"6026" "Nashville (1975)" 4
"6027" "Nasu: Summer in Andalusia (2003)" 5
"6028" "National Lampoon's Bag Boy (2007)" 5
"6029" "National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003)" 1
"6030" "National Lampoon's Senior Trip (1995)" 2
"6031" "National Lampoon's Vacation (1983)" 4
"6032" "National Lampoon's Van Wilder (2002)" 3
"6033" "National Security (2003)" 2
"6034" "National Treasure (2004)" 3
"6035" "National Treasure: Book of Secrets (2007)" 3
"6036" "National Velvet (1944)" 4
"6037" "Native Son (1986)" 3
"6038" "Nativity Story, The (2006)" 4
"6039" "Natural Born Killers (1994)" 3
"6040" "Natural, The (1984)" 4
"6041" "Nature Calls (2012)" 2
"6042" "Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)" 4
"6043" "Navigator, The (1924)" 4
"6044" "Navy Seals (1990)" 2
"6045" "Neal Brennan: 3 Mics (2017)" 4
"6046" "Near Dark (1987)" 4
"6047" "Nebraska (2013)" 4
"6048" "Necessary Roughness (1991)" 3
"6049" "Ned Kelly (2003)" 3
"6050" "Neds (2010)" 4
"6051" "Need for Speed (2014)" 4
"6052" "Needful Things (1993)" 2
"6053" "Negotiator, The (1998)" 3
"6054" "Neighbors (1981)" 3
"6055" "Neighbors (2014)" 3
"6056" "Neighbors 2: Sorority Rising (2016)" 3
"6057" "Nell (1994)" 3
"6058" "Nelly & Monsieur Arnaud (1995)" 4
"6059" "Neo Tokyo (1987)" 3
"6060" "Neon Bull (2015)" 4
"6061" "Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)" 4
"6062" "Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)" 4
"6063" "Nerve (2016)" 3
"6064" "Net, The (1995)" 3
"6065" "Network (1976)" 4
"6066" "Nevada Smith (1966)" 4
"6067" "Never Back Down (2008)" 4
"6068" "Never Been Kissed (1999)" 3
"6069" "Never Cry Wolf (1983)" 4
"6070" "Never Die Alone (2004)" 4
"6071" "Never Let Me Go (2010)" 4
"6072" "Never Say Never Again (1983)" 3
"6073" "NeverEnding Story II: The Next Chapter, The (1990)" 2
"6074" "NeverEnding Story III, The (1994)" 2
"6075" "NeverEnding Story, The (1984)" 4
"6076" "New Adventures of Pippi Longstocking, The (1988)" 3
"6077" "New Guy, The (2002)" 2
"6078" "New Jersey Drive (1995)" 4
"6079" "New Kids Nitro (2011)" 3
"6080" "New One-Armed Swordsman, The (Xin du bi dao) (1971)" 3
"6081" "New Police Story (Xin jing cha gu shi) (2004)" 4
"6082" "New Rose Hotel (1998)" 1
"6083" "New Waterford Girl (1999)" 4
"6084" "New World, The (2005)" 3
"6085" "New Year's Eve (2011)" 2
"6086" "New York Cop (Nyu Yôku no koppu) (1993)" 4
"6087" "New York Stories (1989)" 3
"6088" "New York, I Love You (2009)" 4
"6089" "New York, New York (1977)" 2
"6090" "Newsies (1992)" 3
"6091" "Newton Boys, The (1998)" 3
"6092" "Next (2007)" 3
"6093" "Next Best Thing, The (2000)" 2
"6094" "Next Friday (2000)" 3
"6095" "Next Karate Kid, The (1994)" 2
"6096" "Next of Kin (1989)" 2
"6097" "Next Stop Wonderland (1998)" 3
"6098" "Next Three Days, The (2010)" 4
"6099" "Niagara (1953)" NA
"6100" "Nicholas Nickleby (2002)" 4
"6101" "Nick and Norah's Infinite Playlist (2008)" 3
"6102" "Nick Fury: Agent of S.H.I.E.L.D. (1998)" 1
"6103" "Nick of Time (1995)" 3
"6104" "Nico and Dani (Krámpack) (2000)" 4
"6105" "Nico Icon (1995)" 4
"6106" "Nicotina (2003)" 3
"6107" "Night and Day (1946)" 2
"6108" "Night and Fog (Nuit et brouillard) (1955)" 4
"6109" "Night at the Museum (2006)" 3
"6110" "Night at the Museum: Battle of the Smithsonian (2009)" 3
"6111" "Night at the Museum: Secret of the Tomb (2014)" 4
"6112" "Night at the Opera, A (1935)" 4
"6113" "Night at the Roxbury, A (1998)" 2
"6114" "Night Flier (1997)" 4
"6115" "Night Guards (2016)" 2
"6116" "Night in the Life of Jimmy Reardon, A (1988)" 2
"6117" "Night Listener, The (2006)" 3
"6118" "Night of the Comet (1984)" 3
"6119" "Night of the Creeps (1986)" 3
"6120" "Night of the Hunter, The (1955)" 4
"6121" "Night of the Iguana, The (1964)" 3
"6122" "Night of the Lepus (1972)" 2
"6123" "Night of the Living Dead (1968)" 4
"6124" "Night of the Living Dead (1990)" 4
"6125" "Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)" 4
"6126" "Night on Earth (1991)" 4
"6127" "Night Porter, The (Portiere di notte, Il) (1974)" 4
"6128" "Night Shift (1982)" 3
"6129" "Night to Remember, A (1958)" 3
"6130" "Night Watch (Nochnoy dozor) (2004)" 3
"6131" "Night, The (Notte, La) (1960)" 4
"6132" "Nightbreed (1990)" 2
"6133" "Nightcrawler (2014)" 4
"6134" "Nighthawks (1981)" 3
"6135" "Nightmare Before Christmas, The (1993)" 4
"6136" "Nightmare on Elm Street 2: Freddy's Revenge, A (1985)" 2
"6137" "Nightmare on Elm Street 3: Dream Warriors, A (1987)" 3
"6138" "Nightmare on Elm Street 4: The Dream Master, A (1988)" 2
"6139" "Nightmare on Elm Street 5: The Dream Child, A (1989)" 2
"6140" "Nightmare on Elm Street, A (1984)" 3
"6141" "Nightmare on Elm Street, A (2010)" 1
"6142" "Nights of Cabiria (Notti di Cabiria, Le) (1957)" 4
"6143" "Nightwatch (1997)" 2
"6144" "Nim's Island (2008)" 3
"6145" "Nina's Heavenly Delights (2006)" 4
"6146" "Nina Takes a Lover (1994)" 3
"6147" "Nine Lives of Tomas Katz, The (2000)" 5
"6148" "Nine Months (1995)" 3
"6149" "Nine Queens (Nueve reinas) (2000)" 4
"6150" "Nine to Five (a.k.a. 9 to 5) (1980)" 3
"6151" "Nines, The (2007)" 2
"6152" "Ninja (2009)" 3
"6153" "Ninja Assassin (2009)" 4
"6154" "Ninja Scroll (Jubei ninpuchô) (1995)" 4
"6155" "Ninja: Shadow of a Tear (2013)" 4
"6156" "Ninotchka (1939)" 4
"6157" "Ninth Gate, The (1999)" 3
"6158" "Nirvana (1997)" 4
"6159" "Nixon (1995)" 4
"6160" "No Country for Old Men (2007)" 4
"6161" "No Direction Home: Bob Dylan (2005)" 5
"6162" "No End in Sight (2007)" 4
"6163" "No Escape (1994)" 3
"6164" "No Game No Life: Zero (2017)" 4
"6165" "No Holds Barred (1989)" 1
"6166" "No Man's Land (1987)" 3
"6167" "No Man's Land (2001)" 4
"6168" "No Mercy (1986)" 2
"6169" "No Reservations (2007)" 3
"6170" "No Small Affair (1984)" 4
"6171" "No Strings Attached (2011)" 3
"6172" "No Such Thing (2001)" 2
"6173" "No Way Jose (2015)" 2
"6174" "No Way Out (1987)" 4
"6175" "No. 1 Ladies' Detective Agency, The (2008)" 3
"6176" "Noah (2014)" 3
"6177" "Nobody's Fool (1994)" 4
"6178" "Nobody Knows (Dare mo shiranai) (2004)" 4
"6179" "Nobody Loves Me (Keiner liebt mich) (1994)" 4
"6180" "Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)" 4
"6181" "Nocturnal Animals" 3
"6182" "Noin 7 veljestä (1968)" 3
"6183" "Noises Off... (1992)" 4
"6184" "Non-Stop (2014)" 3
"6185" "Norbit (2007)" 1
"6186" "Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)" 2
"6187" "Norma Rae (1979)" 4
"6188" "Normal Life (1996)" 3
"6189" "Norte, El (1984)" 4
"6190" "North & South (2004)" 4
"6191" "North (1994)" 2
"6192" "North by Northwest (1959)" 4
"6193" "North Country (2005)" 4
"6194" "North Dallas Forty (1979)" 3
"6195" "North Pole: Open For Christmas (2015)" 2
"6196" "Northanger Abbey (2007)" 4
"6197" "Northfork (2003)" 2
"6198" "Northmen - A Viking Saga (2014)" 2
"6199" "Northwest Passage (1940)" 3
"6200" "Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)" 4
"6201" "Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979)" 4
"6202" "Not Another Teen Movie (2001)" 3
"6203" "Not on the Lips (Pas sur la bouche) (2003)" 4
"6204" "Not One Less (Yi ge dou bu neng shao) (1999)" 4
"6205" "Not Suitable for Children (2012)" 2
"6206" "Not Without My Daughter (1991)" 2
